exp(coef)	exp(-coef)	lower95%	upper95%	p-value
AZI2	0.419913864309259	2.38144077868198	0.25320034152852	0.696395796208962	0.000667714718543906
B3GNTL1	0.379249305270269	2.63678795479232	0.227669473547635	0.631749321974379	0.000138002796742403
B4GALT3	0.379183868791889	2.63724299028353	0.226649079496448	0.634374543551755	0.000166111509944321
BAG2	0.37042658257649	2.69959027520254	0.223436089941688	0.614116784424161	8.54131576942661e-05
BAK1	0.412957318020814	2.42155776483806	0.248217976477111	0.687032216309558	0.000560052958784864
BAMBI	0.311010581989496	3.21532467996145	0.180047798674784	0.53723279496553	1.42607108694716e-05
BANF1	0.416364433249042	2.40174212815595	0.24617416776072	0.704214186450709	0.000871009957517747
BARD1	0.348591867187751	2.86868425264035	0.207033514153911	0.58694018872281	5.17787585116416e-05
BBS7	0.394143752029818	2.5371453812221	0.23437528579382	0.662822860089451	0.000327925991216593
BCAT1	0.347830179718386	2.87496617116327	0.20425277996522	0.592333842131924	5.90013651836813e-05
BCL10	0.394259466351971	2.5364007344018	0.238549120587251	0.651608047958775	0.000211944023454644
BCOR	0.438077014773783	2.28270364861847	0.266468081115683	0.720204348939617	0.000966812429766179
BDH1	2.53360636928525	0.394694302999447	1.48393212301958	4.32577820434315	0.000457185219917016
BICD1	0.417151772166621	2.39720904170239	0.253305850529236	0.686978214905731	0.00048547080945813
BIRC5	0.350790141940507	2.85070724755314	0.209656653198178	0.586929733950893	4.60274273338273e-05
BLOC1S4	0.396036082354891	2.52502245263575	0.244147718890099	0.642416727217558	0.000138055834512017
BMI1	0.321824093997167	3.10728754823684	0.192039830202332	0.539319095252146	9.01069540813189e-06
BMS1	0.349114496019456	2.86438979590314	0.209772357891346	0.581015213615746	3.24162466484606e-05
BMT2	0.371923654463351	2.68872384963764	0.223585870528478	0.618675967414299	9.62741989253452e-05
BOD1	0.393925842073925	2.53854886680001	0.229562281516056	0.675971540397839	0.000555780636083898
BOLA1	0.426946418378707	2.34221428486838	0.25660589682495	0.710362647241714	0.000822815596772027
BOP1	0.344752237786022	2.90063381871555	0.208627138737216	0.569696282937462	2.06213426414013e-05
BRAP	0.415702135805476	2.4055685883412	0.253313357401979	0.682191683397919	0.000433469767734442
BRD9	0.339258973374958	2.94760073713591	0.201514589699765	0.571157905672796	3.03413896025438e-05
BRIX1	0.249943562156424	4.00090320939797	0.144244054960738	0.433097809684056	2.04620399105088e-07
BRK1	0.401908381244958	2.48812925200112	0.243182841456194	0.664234145582349	0.000262492479678735
BRPF1	0.427062779013934	2.34157610810511	0.256770164875277	0.710295206250675	0.000857849250424896
BRSK1	0.359940992475597	2.7782331573912	0.2135288829231	0.606744700251985	7.67490458584055e-05
BTBD10	0.348122219158743	2.87255436443143	0.20412079066969	0.593712571239827	6.21561202421269e-05
BTBD3	0.417224976691538	2.39678843757074	0.25408447963835	0.68511339780779	0.000465645389491216
BTF3L4	0.397915542415548	2.51309610559441	0.241954069494035	0.654408414072007	0.000220085358993562
BTNL9	2.8776074388857	0.347510917051018	1.76930626530117	4.68015330908286	1.21984742432852e-05
BUB1	0.34721104363243	2.88009272268032	0.206680223596368	0.583294844192532	4.33767680858162e-05
BUB1B	0.426162168433198	2.34652457226914	0.260193248137688	0.697997335071431	0.000638329375802018
BUB3	0.434067242970631	2.30379052138625	0.262444455853834	0.717920943717936	0.000978032276950893
C10orf88	0.397115825909287	2.51815700799703	0.235777044265003	0.668856375221865	0.000381879087366162
C11orf94	0.428541521526674	2.33349617194038	0.257786553373021	0.712402696220758	0.000850451758785518
C12orf65	0.358363447245947	2.79046316717032	0.219316340169722	0.585566767266929	3.01706151224807e-05
C14orf119	0.329223042400577	3.03745446463393	0.185816533152641	0.583305531582897	7.78603375381199e-05
C15orf65	0.40803588453288	2.45076484178543	0.243867280483669	0.68272087479845	0.000484870449470576
C18orf21	0.352945422429155	2.83329924813156	0.210620976080678	0.591443803612316	4.65824591514851e-05
C18orf54	0.340944486772863	2.93302880320865	0.204671263656757	0.567950483052454	2.48479405050221e-05
C19orf25	0.386867526113898	2.58486415245303	0.229740588498964	0.65145860267596	0.000233366746222193
C1orf109	0.390376469778823	2.56162980460009	0.236780095906194	0.643608946832045	0.000175480135638157
C1orf159	0.386261313903791	2.58892092996162	0.234348192029743	0.636650111641344	0.00014299052603918
C1orf216	0.35436244486192	2.82196946798259	0.203814060006511	0.616114228451685	0.000137041998949773
C20orf27	0.403463484000001	2.47853904914973	0.243627631008374	0.668162236966561	0.000302183503526124
C3orf52	0.413580635799162	2.41790817422508	0.249979677581157	0.684251391805671	0.000465695631742368
C4orf47	0.391303667385813	2.5555599994263	0.233054573850955	0.657007316267093	0.000303546096685786
C8orf33	0.428204762755456	2.33533133439502	0.256169509839779	0.715773391459186	0.000967420560462471
CA9	0.403874543710746	2.47601641542478	0.246653803133575	0.661310083142034	0.000234463937703638
CACYBP	0.437988196573266	2.28316655066005	0.268523448095204	0.714401895619514	0.000867446976614853
CAD	0.324347462046055	3.08311337999002	0.193145029123496	0.544675038302188	1.02950543897432e-05
CAMTA1	0.40134496910663	2.49162211308127	0.234077660622052	0.688138217885227	0.000664737212155015
CAPG	0.393989325719705	2.53813982948215	0.227423458615715	0.682548712106965	0.000642338927383059
CAPN10	0.384809392416801	2.59868916847244	0.232928390584991	0.635724430672853	0.000145753895655239
CARS1	0.420094037253858	2.38041940927552	0.25035595952922	0.7049123195154	0.000786059126559359
CARTPT	0.386515926737502	2.58721550866167	0.243668475764116	0.613105824022847	0.000244666419015386
CBX2	0.270920199480821	3.69112381401001	0.164545690076781	0.446063062803278	9.42097086971894e-08
CBX3	0.316123643938865	3.16331922389642	0.186425112403467	0.536055239386986	1.01866723111072e-05
CBX8	0.431686337970861	2.3164967524812	0.265406469743261	0.702142244576628	0.000594791134026653
CC2D1B	0.389167702516984	2.56958630824807	0.23840048877827	0.635281837963043	0.000116920917569825
CCDC134	0.365936908800168	2.73271150286205	0.217453456721501	0.615809117229737	9.52597420558631e-05
CCDC137	0.254693962638891	3.92628073959418	0.148523109430936	0.436760412929986	1.78130934426094e-07
CCDC149	0.393408802079409	2.54188517062756	0.236268747964061	0.655061183026618	0.000249771043457333
CCDC163	0.387747695568937	2.57899662958077	0.234138951519101	0.642132692760245	0.000177977083381645
CCDC18	0.422146975312976	2.36884321925701	0.256162537976445	0.695683569399525	0.000604554975895209
CCDC34	0.367600473250311	2.72034470238309	0.224509914489812	0.601889267299974	4.34232625425007e-05
CCDC58	0.306124608799008	3.2666436191563	0.176771496477351	0.530132277996259	1.24726450149836e-05
CCDC59	0.413759691534522	2.4168618172816	0.24892152001653	0.687755250439474	0.000578420055215487
CCDC77	0.433286482072591	2.30794183842657	0.271368109538976	0.691817383648308	0.000410059072918316
CCDC86	0.369046651796043	2.70968452127472	0.223338153946281	0.609817126162099	7.21588313804215e-05
CCDC88A	0.401503656342189	2.49063734340624	0.236504259637589	0.681616416986198	0.000568558182362486
CCDC93	0.434119145459169	2.30351508441835	0.270797936893481	0.695941167854353	0.000481027308508345
CCDC97	0.407335547895568	2.45497846963354	0.246802425402564	0.672287755311737	0.0003391822475068
CCNA2	0.427647814844789	2.33837275741241	0.258297007594263	0.708032412937583	0.000833611923190672
CCNB1	0.301030535060828	3.32192214254257	0.179749890422737	0.504141520341898	2.75108580523773e-06
CCNB2	0.416857235232202	2.39890282687062	0.252291209159115	0.688767377764009	0.000534741092345382
CCNF	0.36092157892001	2.77068498645138	0.219934231956597	0.59228790794068	3.82585529134634e-05
CCNQ	0.424805329123587	2.35401943300263	0.255138617425113	0.707300092291071	0.000778784243223261
CCR3	0.430949519648871	2.32045739560118	0.263926433913793	0.703671419840629	0.000687674705975806
CCT2	0.381559825369117	2.62082099191814	0.234693770805937	0.620331335747699	8.17524302493344e-05
CCT3	0.279083813745833	3.58315298396603	0.163545526703003	0.476245218472788	1.13066377218447e-06
CCT4	0.29123485620591	3.43365493068926	0.175862892405691	0.482294703044087	7.3476623426724e-07
CCT5	0.237878680239862	4.20382355825945	0.13784396409442	0.41050957061782	6.1331685190247e-08
CCT6A	0.33567450480657	2.97907641384991	0.202416678762962	0.556660517630001	1.5855274796636e-05
CCT7	0.383445794666371	2.60793054431613	0.234573728027198	0.626799423293801	9.50418146841173e-05
CCT8	0.42397855553537	2.3586098564284	0.259020104014361	0.693991751095476	0.000547184327456209
CD276	0.421679472615881	2.3714694808275	0.24911558930089	0.713779407080135	0.00098140025034007
CD2BP2	0.417984429531373	2.39243361558027	0.251793652695667	0.693865716868698	0.000558859324473031
CD58	0.375748160683357	2.66135700619623	0.222771861259149	0.633772503667707	0.000172949838182826
CD63	0.385327085125578	2.59519779066167	0.227444455341963	0.652805373110278	0.00026964415113821
CDAN1	0.448813996899383	2.22809450442381	0.277716355413276	0.725322797474572	0.000902058039234275
CDC123	0.420094596274751	2.38041624164568	0.25912353346744	0.681063072341214	0.000362603764110354
CDC20	0.345286476085402	2.89614586512987	0.207029855907149	0.57587225786867	3.03020977465509e-05
CDC25A	0.38706392998866	2.58355254138327	0.232728279160679	0.643748522691689	0.000195345463990019
CDC25B	0.340041006268633	2.94082178785813	0.20120657608215	0.574672499257555	3.22549980289172e-05
CDC25C	0.347359536456914	2.8788615110443	0.209421525276951	0.576152080871325	2.9288681605614e-05
CDC45	0.285681330387494	3.50040374932311	0.168988174971899	0.48295581951542	1.05954161192335e-06
CDC6	0.368758761115875	2.71179997723707	0.225838222762335	0.602125814826392	4.88095941056713e-05
CDC7	0.367243163805718	2.72299146330476	0.222659434410969	0.605712224675396	6.52705859783269e-05
CDCA2	0.362936053477215	2.75530631476043	0.22004573867723	0.598614541256037	5.34470186202792e-05
CDCA3	0.388965272943054	2.57092360054056	0.233863418048299	0.64693308948567	0.000217494319711455
CDCA5	0.366808209705412	2.72622033406262	0.219727517732839	0.612341431312589	7.92638745480084e-05
CDCA7L	0.434645047384789	2.30072792964487	0.266036545665885	0.710114156471514	0.00076891926995004
CDCA8	0.266046223282175	3.75874533253335	0.16120159295375	0.439081225103131	9.15391292408767e-08
CDK1	0.335428769737989	2.98125888480324	0.204210694326107	0.550962621909842	1.14970880946303e-05
CDK16	0.32693646525928	3.05869826789417	0.197796055068955	0.540392235219096	6.88044766342767e-06
CDK4	0.382869853134906	2.61185358892085	0.232014728033725	0.631810427216656	0.000130742565853499
CDK5R1	0.423280929660725	2.3624971736892	0.257828197525195	0.6949074893057	0.000543524866869949
CDKN2B	0.416762737855632	2.39944675751315	0.252871911713019	0.686874150981395	0.000462243492451993
CDKN3	0.408023579561358	2.45083875072867	0.243479068742729	0.683768187293248	0.000536162733339577
CDO1	2.50476969226118	0.39923830246335	1.47728847196186	4.24688294151404	0.000505424805483241
CDT1	0.304300270991027	3.28622776688058	0.181945588685092	0.50893597143199	2.88343356030817e-06
CDYL	0.352706415884197	2.8352191935412	0.209037052738266	0.595118492995779	5.65234642241702e-05
CEBPZOS	0.403277006444031	2.47968513954634	0.24630236699045	0.660295497415033	0.000249705115782372
CENPA	0.294461563969387	3.39602896391585	0.176110617342018	0.49234744596293	1.50405214776551e-06
CENPE	0.334831734496279	2.98657473881441	0.203382374234211	0.551238969689087	1.05427999433418e-05
CENPI	0.337873984824772	2.95968332844157	0.200925159581623	0.56816592734866	2.72167693556115e-05
CENPK	0.42738075131634	2.33983396987343	0.25780337460113	0.708502388218619	0.000849757892514716
CENPL	0.436291928256431	2.29204332061869	0.268297082779314	0.709477138885952	0.000747339049191796
CENPM	0.341820772166163	2.92550974495456	0.206092725432855	0.566936266376557	1.93933651689613e-05
CENPO	0.385533647431627	2.5938073282627	0.235075043353317	0.632292527448497	0.000122666880802023
CENPQ	0.432726784789032	2.31092697552228	0.263213326501764	0.711409535233385	0.000851812404577224
CENPW	0.355531668953688	2.81268895944755	0.216920016164729	0.582716016086799	2.64278637774907e-05
CEP131	0.390751311229204	2.5591724743143	0.236442301019411	0.645766796250248	0.000183853213321508
CEP19	0.391348114462665	2.55526975356208	0.23527903920005	0.650943438115887	0.000234199197751519
CEP250	0.393952030959692	2.53838011080673	0.243146029482318	0.638292153187526	0.000122309858084855
CEP41	0.40795054749881	2.45127750442084	0.246974492900032	0.673849543126472	0.000353611010251246
CEP55	0.30390271771571	3.2905266774727	0.182594723198289	0.505802469081757	2.72178253627215e-06
CEP85	0.440855049849355	2.26831925899842	0.275687920218549	0.704975302594345	0.000557491756292915
CEP97	0.415603059198842	2.40614205758663	0.251050492937411	0.688012601745808	0.000507417297462824
CERS5	0.332986522937112	3.00312454443948	0.193795127401417	0.572150734358129	4.1533147949272e-05
CFAP45	0.383829831717343	2.60532120582126	0.224484339105074	0.656283375060766	0.000311621245819581
CFL1	0.387078658679823	2.58345423488501	0.227047558279928	0.659905304159427	0.000329563616709727
CGB2	0.135615739945012	7.37377534794609	0.0668143140635932	0.275264801840639	1.11712998593292e-05
CHAF1B	0.424426998627125	2.35611778523669	0.26114896367681	0.689791277083387	0.000463974676648163
CHCHD2	0.433905994731537	2.30464665651534	0.26157617938106	0.719768951092787	0.000946604679141167
CHEK1	0.321754363250022	3.10796096096121	0.194347101364392	0.532685435201427	5.79704625008249e-06
CHGA	0.378877121308654	2.63937816183243	0.229244772247611	0.626177302294529	0.000100410721218028
CHORDC1	0.330991244953531	3.02122794861354	0.198501733547415	0.551910566613364	1.48527617639197e-05
CHRAC1	0.326353822030788	3.06415899705829	0.192223329477114	0.554078516087631	1.93294304053592e-05
CHRNA5	0.397050669228551	2.51857024178538	0.233310814830868	0.675704784834443	0.000500653057925484
CHST4	0.366337116967266	2.72972612843201	0.211007187273688	0.636010957739652	0.000235063134566938
CHTOP	0.377455334845812	2.64932008553672	0.223079807887327	0.638661702073564	0.000207819893700131
CIP2A	0.27750874450236	3.6034900514333	0.16496264186863	0.466839657772968	5.92480478998318e-07
CISD2	0.412731329806495	2.42288367221563	0.245276611647322	0.694510371208062	0.000710273026142057
CIT	0.427619267170723	2.33852886614849	0.260361366724524	0.70232477251166	0.000691285532732571
CKAP2L	0.426091328573875	2.34691469396243	0.258349864622902	0.702744011694582	0.000718312513916231
CKAP5	0.411171698158325	2.43207400820409	0.250041993991501	0.67613508702121	0.000376926325403161
CKS1B	0.415295206901042	2.40792569570465	0.254287806320327	0.678247657135861	0.000337600483480198
CKS2	0.363405886020446	2.75174409239958	0.217207856488254	0.608006727424462	8.16356393939935e-05
CLEC2L	0.378415357794102	2.64259887819909	0.244934532932951	0.584638602404168	1.52732204215056e-05
CLEC3B	4.41641720745366	0.226427883287902	2.52150433193029	7.73535889004849	4.18818872718932e-08
CLSPN	0.379584796071891	2.63445746602191	0.23275016932352	0.619052685665991	8.25233787784929e-05
CLTA	0.353038539140676	2.83255194300905	0.209804018248121	0.594060167003971	5.11935898354867e-05
CMSS1	0.356422150291078	2.80566176704599	0.218129426618614	0.58239161578246	2.51225017107957e-05
CNOT10	0.440488691269439	2.27020584142152	0.273103647491452	0.710463916972534	0.000705642373885161
CNOT6	0.412516720474421	2.42414416281099	0.250519451418926	0.679268790136413	0.000416384849800872
CNOT9	0.34471102768936	2.90098058859074	0.2085686845321	0.569719720279325	1.91068840660964e-05
CNPPD1	0.431149580156895	2.31938066514201	0.262839625411078	0.707237199028636	0.000701359285617113
CNPY4	0.417007914561217	2.39803602061658	0.249042219788725	0.698257512136778	0.000659581938503053
CNTN6	0.426046404774706	2.34716216072473	0.272425312840019	0.666294688731979	0.000205137808593243
COA1	0.384315250292455	2.60203049251629	0.233334838870303	0.632988251229167	0.000133019381928347
COA8	0.364698718805906	2.74198934198122	0.211533482289936	0.628766444247191	0.000175873567960865
COLGALT1	0.323281008775171	3.09328408677251	0.193684061775749	0.539593241057161	8.26714398813495e-06
COMMD2	0.433568172644506	2.3064423615336	0.26590845390768	0.706940142623525	0.000676912496316495
COMMD3	0.38743893643936	2.58105189217738	0.235086448598125	0.638526509564445	0.000153715822098248
COMMD5	0.394751590676953	2.53323868381408	0.23247175296212	0.670312914822715	0.000424594605549904
COMMD8	0.374932002817354	2.66715028988108	0.228347883404528	0.615613355555389	7.17856030518272e-05
COMMD9	0.387207651595755	2.58259359255638	0.232395323090218	0.645149667646693	0.000179266361473936
COPG1	0.430061726299683	2.32524760713806	0.264887458102232	0.698232712688425	0.000552836223969965
COPZ1	0.420713154912306	2.37691640568843	0.252147934505417	0.701967117293452	0.000764899191719032
CORO1C	0.333020755982497	3.00281583665782	0.196822075498479	0.563467403919389	2.46832109377962e-05
COX7A2L	0.431524314688297	2.3173665213334	0.266633169923933	0.698387354507799	0.000549431843465826
CPSF6	0.38656675995938	2.58687529187734	0.235523255637815	0.634476028708139	0.000136586288826605
CREG2	0.338515001467846	2.95407883155508	0.205253347227216	0.558297381099084	1.31850023814951e-05
CROCC	0.443479084635251	2.25489777228721	0.273569596329742	0.718916506613051	0.000822867329607783
CSAD	2.55792558142269	0.390941787854442	1.48939270741437	4.39305446275175	0.000434834574022681
CSE1L	0.377074538232289	2.65199555686778	0.229135400259226	0.620529203354159	9.4920198087291e-05
CSNK2A1	0.424670470427261	2.35476697730807	0.259696954986836	0.694444062549956	0.000558536448348676
CSNK2A2	0.390224230178266	2.56262918256811	0.231688187316921	0.657240887339355	0.000294269283362531
CSTF2	0.438885885549299	2.2784966045295	0.273304421686981	0.704784867165462	0.0005582273913114
CT45A1	0.383872043999345	2.60503471308191	0.248335547105128	0.593381607595042	9.02068588742181e-05
CT45A10	0.33309593136831	3.00213814048146	0.220328014969216	0.503580534275789	2.17106550808233e-06
CT83	0.450494133139806	2.21978473510922	0.304200526871147	0.66714205291087	0.000177906108958755
CTHRC1	0.39682478141589	2.52000390810259	0.231396933259559	0.680518557128561	0.000570631778145062
CTU2	0.376585048703835	2.65544265084844	0.228537060269718	0.620539612874599	7.83791400457951e-05
CUL2	0.411461188992211	2.43036287930168	0.247031296060989	0.685339520726496	0.000538073696886416
CWC27	0.378397905680973	2.64272075766481	0.226914584370354	0.631008251060895	0.000151812587180689
CXXC1	0.40048575410567	2.49696771919669	0.246429565073978	0.650850636340807	0.000170483124379552
CYP19A1	0.388288361920344	2.57540554410216	0.234044255765107	0.644185226891869	0.000203294850651105
CYP27A1	2.34852845845019	0.425798544787449	1.41351329398795	3.90204035831122	0.000753304019335326
CYP2C9	3.45581764517254	0.289367120223171	2.00805889802538	5.94737316142952	2.49958199362164e-06
CYRIB	0.378016513453183	2.64538707810671	0.22564455802682	0.633281323923245	0.000163598483068452
DAB2	0.393643038822127	2.54037262539238	0.237526929972757	0.652367468526162	0.00021041949666685
DAD1	0.405164885988057	2.46813096243853	0.235712724561283	0.696434972457482	0.000820970175640796
DAP	0.395722976953964	2.52702031026198	0.240400246083901	0.651399809443848	0.000194738514814403
DAP3	0.419101730646273	2.3860555251298	0.249759203823578	0.703262414124175	0.000838384807240161
DARS1	0.404569034645114	2.47176603834052	0.246055757241389	0.665199244385523	0.000306063197295106
DAW1	0.431711207469824	2.31636330652801	0.293375399729358	0.635276736996304	4.55507696196809e-05
DBF4	0.417515878206025	2.39511849057521	0.252023936622638	0.691678381387882	0.000591998596590704
DCAF13	0.382857464190014	2.61193810630187	0.232503987806346	0.63044010242136	0.000128423318679665
DCAF4	0.409947091001953	2.43933917802879	0.2400106908908	0.700204715036741	0.000839756377534973
DCLRE1B	0.396641495318455	2.52116838959858	0.238121825610429	0.66068902086214	0.000302363020445004
DCTN2	0.306546008207991	3.26215306421965	0.183664230694627	0.511642657870032	3.0320679072371e-06
